year,state,question,category,group,value
2019,California,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",17.0
2019,Florida,Average mentally unhealthy days among adults,Age,Age >=65,2.1
2019,Hawaii,Average mentally unhealthy days among adults,Overall,Overall,3.4
2019,Georgia,Average mentally unhealthy days among adults,Overall,Overall,3.4
2019,Hawaii,Frequent mental distress among adults,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",14.6
2019,District of Columbia,Average mentally unhealthy days among adults,Age,Age >=65,2.9
2019,Delaware,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",10.6
2019,Delaware,Depression among adults,Sex,Male,13.1
2019,Hawaii,Depression among adults,Age,Age 45-64,12.5
2019,District of Columbia,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",14.0
2019,Delaware,Depression among adults,Age,Age >=65,12.8
2019,Guam,Depression among adults,Age,Age >=65,10.0
2019,California,Depression among adults,Overall,Overall,14.6
2019,California,Average mentally unhealthy days among adults,Sex,Female,3.8
2019,Florida,Average mentally unhealthy days among adults,Sex,Male,3.2
2019,Hawaii,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Multiracial, non-Hispanic",5.9
2019,California,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",6.0
2019,Colorado,Frequent mental distress among adults,Race/Ethnicity,Hispanic,10.3
2019,Connecticut,Frequent mental distress among adults,Overall,Overall,11.3
2019,Connecticut,Depression among adults,Race/Ethnicity,Hispanic,12.2
2019,Guam,Average mentally unhealthy days among adults,Age,Age 45-64,3.0
2019,Florida,Frequent mental distress among adults,Race/Ethnicity,Hispanic,12.4
2019,Georgia,Depression among adults,Race/Ethnicity,"White, non-Hispanic",22.7
2019,Delaware,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",16.3
2019,Colorado,Average mentally unhealthy days among adults,Sex,Female,5.4
2019,Guam,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",15.2
2019,Georgia,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.3
2019,Colorado,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",21.2
2019,District of Columbia,Average mentally unhealthy days among adults,Sex,Male,3.9
2019,Guam,Depression among adults,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",10.0
2019,Hawaii,Frequent mental distress among adults,Age,Age >=65,6.9
2019,Florida,Average mentally unhealthy days among adults,Overall,Overall,2.8
2019,Guam,Depression among adults,Sex,Female,9.5
2019,California,Frequent mental distress among adults,Sex,Female,13.2
2019,Connecticut,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Asian, non-Hispanic",19.4
2019,Florida,Depression among adults,Sex,Female,22.1
2019,Guam,Frequent mental distress among adults,Sex,Male,11.7
2019,Hawaii,Depression among adults,Sex,Male,10.1
2019,Hawaii,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",3.2
2019,Colorado,Average mentally unhealthy days among adults,Age,Age 45-64,3.9
2019,Delaware,Depression among adults,Race/Ethnicity,"White, non-Hispanic",22.3
2019,Colorado,Depression among adults,Age,Age 18-44,18.8
2019,Guam,Average mentally unhealthy days among adults,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",2.5
2019,Delaware,Average mentally unhealthy days among adults,Sex,Male,2.8
2019,District of Columbia,Depression among adults,Sex,Male,17.0
2019,Colorado,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.9
2019,Hawaii,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",7.6
2019,Florida,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",12.3
2019,Connecticut,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,3.2
2019,Connecticut,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",21.4
2019,California,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",4.6
2019,District of Columbia,Depression among adults,Race/Ethnicity,"White, non-Hispanic",21.3
2019,Georgia,Frequent mental distress among adults,Sex,Male,14.2
2019,Florida,Average mentally unhealthy days among adults,Age,Age 18-44,3.1
2019,California,Average mentally unhealthy days among adults,Age,Age 45-64,3.4
2019,Florida,Depression among adults,Race/Ethnicity,"White, non-Hispanic",21.5
2019,District of Columbia,Depression among adults,Race/Ethnicity,Hispanic,14.1
2019,Guam,Depression among adults,Race/Ethnicity,"White, non-Hispanic",16.5
2019,Connecticut,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,11.1
2019,Hawaii,Frequent mental distress among adults,Overall,Overall,11.1
2019,Georgia,Frequent mental distress among adults,Overall,Overall,15.5
2019,Colorado,Depression among adults,Sex,Female,20.7
2019,District of Columbia,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,12.3
2019,Guam,Average mentally unhealthy days among adults,Sex,Male,3.5
2019,Florida,Depression among adults,Sex,Male,13.5
2019,Delaware,Depression among adults,Race/Ethnicity,Hispanic,9.2
2019,Colorado,Depression among adults,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",18.9
2019,District of Columbia,Frequent mental distress among adults,Age,Age 18-44,12.3
2019,Georgia,Average mentally unhealthy days among adults,Age,Age >=65,2.8
2019,Hawaii,Average mentally unhealthy days among adults,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",3.3
2019,California,Depression among adults,Sex,Male,10.6
2019,California,Frequent mental distress among adults,Sex,Male,10.5
2019,Delaware,Frequent mental distress among adults,Sex,Female,15.7
2019,Hawaii,Depression among adults,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",13.3
2019,California,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",20.5
2019,District of Columbia,Frequent mental distress among adults,Sex,Female,13.7
2019,Florida,Depression among adults,Age,Age >=65,14.4
2019,District of Columbia,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",20.7
2019,Hawaii,Frequent mental distress among adults,Sex,Male,10.4
2019,Connecticut,Frequent mental distress among adults,Sex,Female,12.5
2019,Florida,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.1
2019,Colorado,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Asian, non-Hispanic",18.8
2019,Colorado,Frequent mental distress among adults,Sex,Female,13.3
2019,Connecticut,Average mentally unhealthy days among adults,Overall,Overall,3.8
2019,California,Frequent mental distress among adults,Age,Age 18-44,14.1
2019,Colorado,Frequent mental distress among adults,Age,Age 45-64,11.4
2019,Connecticut,Frequent mental distress among adults,Age,Age 45-64,11.5
2019,Florida,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,2.2
2019,Connecticut,Depression among adults,Age,Age 45-64,15.1
2019,Hawaii,Average mentally unhealthy days among adults,Age,Age 18-44,3.9
2019,Colorado,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",21.2
2019,California,Average mentally unhealthy days among adults,Sex,Female,3.8
2019,Connecticut,Average mentally unhealthy days among adults,Sex,Female,3.2
2019,District of Columbia,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",0.0
2019,California,Depression among adults,Overall,Overall,14.6
2019,Hawaii,Depression among adults,Age,Age >=65,10.8
2019,Connecticut,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",11.0
2019,Hawaii,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,13.8
2019,Delaware,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,4.0
2019,Florida,Frequent mental distress among adults,Age,Age >=65,9.7
2019,Hawaii,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",4.1
2019,Colorado,Frequent mental distress among adults,Overall,Overall,12.4
2019,Florida,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",15.0
2019,Georgia,Depression among adults,Race/Ethnicity,Hispanic,10.4
2019,Colorado,Frequent mental distress among adults,Sex,Male,11.3
2019,Guam,Depression among adults,Sex,Male,11.7
2019,Florida,Frequent mental distress among adults,Sex,Male,11.4
2019,Hawaii,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",15.5
2019,Georgia,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",14.1
2019,California,Frequent mental distress among adults,Age,Age >=65,8.5
2019,District of Columbia,Depression among adults,Sex,Female,23.2
2019,Florida,Average mentally unhealthy days among adults,Sex,Male,3.0
2019,Colorado,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",12.5
2019,Florida,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",12.1
2019,Hawaii,Depression among adults,Race/Ethnicity,"Asian, non-Hispanic",7.5
2019,District of Columbia,Depression among adults,Age,Age 45-64,20.8
2019,Guam,Average mentally unhealthy days among adults,Age,Age 18-44,2.8
2019,Connecticut,Average mentally unhealthy days among adults,Sex,Male,4.5
2019,Hawaii,Average mentally unhealthy days among adults,Sex,Female,2.7
2019,Delaware,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",15.3
2019,Delaware,Depression among adults,Sex,Female,25.7
2019,Georgia,Frequent mental distress among adults,Age,Age 18-44,18.8
2019,Guam,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",10.6
2019,Georgia,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,14.5
2019,Hawaii,Depression among adults,Race/Ethnicity,"White, non-Hispanic",16.9
2019,Connecticut,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,"Multiracial, non-Hispanic",13.1
2019,Guam,Frequent mental distress among adults,Race/Ethnicity,"Asian, non-Hispanic",7.2
2019,Connecticut,Frequent mental distress among adults,Race/Ethnicity,Hispanic,11.1
2019,Hawaii,Average mentally unhealthy days among adults,Overall,Overall,3.5
2019,District of Columbia,Average mentally unhealthy days among adults,Overall,Overall,4.3
2019,Georgia,Depression among adults,Race/Ethnicity,"White, non-Hispanic",21.5
2019,Georgia,Frequent mental distress among adults,Race/Ethnicity,Hispanic,16.3
2019,Colorado,Average mentally unhealthy days among adults,Sex,Male,3.4
2019,Georgia,Average mentally unhealthy days among adults,Race/Ethnicity,"Black, non-Hispanic",1.9
2019,Hawaii,Depression among adults,Overall,Overall,12.8
2019,Delaware,Average mentally unhealthy days among adults,Sex,Male,2.8
2019,Georgia,Depression among adults,Overall,Overall,17.1
2019,Georgia,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",16.4
2019,California,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",16.7
2019,Hawaii,Frequent mental distress among adults,Age,Age 18-44,13.6
2019,Connecticut,Depression among adults,Sex,Female,17.8
2019,Florida,Depression among adults,Sex,Male,13.1
2019,District of Columbia,Depression among adults,Race/Ethnicity,"White, non-Hispanic",21.2
2019,Hawaii,Frequent mental distress among adults,Race/Ethnicity,Hispanic,17.3
2019,Florida,Frequent mental distress among adults,Race/Ethnicity,Hispanic,12.5
2019,Connecticut,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",4.3
2019,District of Columbia,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",5.4
2019,Delaware,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",33.4
2019,Colorado,Depression among adults,Age,Age >=65,13.6
2019,Georgia,Average mentally unhealthy days among adults,Sex,Female,3.7
2019,Delaware,Frequent mental distress among adults,Age,Age 45-64,11.3
2019,Guam,Average mentally unhealthy days among adults,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",2.3
2019,Guam,Depression among adults,Age,Age 18-44,9.8
2019,California,Depression among adults,Race/Ethnicity,"White, non-Hispanic",20.7
2019,Georgia,Average mentally unhealthy days among adults,Overall,Overall,3.4
2019,Colorado,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",17.9
2019,Hawaii,Postpartum depressive symptoms among women with a recent live birth,Overall,Overall,11.1
2019,Connecticut,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",12.7
2019,Colorado,Average mentally unhealthy days among adults,Age,Age 18-44,5.5
2019,Guam,Frequent mental distress among adults,Age,Age 45-64,16.6
2019,California,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",20.2
2019,Hawaii,Frequent mental distress among adults,Race/Ethnicity,"White, non-Hispanic",11.5
2019,Delaware,Average mentally unhealthy days among adults,Race/Ethnicity,"White, non-Hispanic",3.3
2019,Florida,Depression among adults,Overall,Overall,17.7
2019,Georgia,Depression among adults,Race/Ethnicity,"Multiracial, non-Hispanic",11.8
2019,Connecticut,Depression among adults,Overall,Overall,14.4
2019,Guam,Depression among adults,Race/Ethnicity,"White, non-Hispanic",17.1
2019,Georgia,Frequent mental distress among adults,Age,Age >=65,9.0
2019,Colorado,Depression among adults,Sex,Male,13.7
2019,District of Columbia,Frequent mental distress among adults,Sex,Female,13.1
2019,District of Columbia,Postpartum depressive symptoms among women with a recent live birth,Race/Ethnicity,Hispanic,5.1
2019,Colorado,Average mentally unhealthy days among adults,Overall,Overall,4.3
2019,Hawaii,Frequent mental distress among adults,Sex,Female,11.8
2019,California,Depression among adults,Race/Ethnicity,"Black, non-Hispanic",12.8
2019,District of Columbia,Frequent mental distress among adults,Age,Age 45-64,11.7
2019,Hawaii,Average mentally unhealthy days among adults,Race/Ethnicity,"Hawaiian or Pacific Islander, non-Hispanic",3.4
2019,Colorado,Frequent mental distress among adults,Race/Ethnicity,"Multiracial, non-Hispanic",12.8
2019,California,Depression among adults,Age,Age >=65,14.1
2019,Connecticut,Frequent mental distress among adults,Age,Age 18-44,13.5
2019,California,Average mentally unhealthy days among adults,Race/Ethnicity,"Asian, non-Hispanic",4.4
2019,Florida,Frequent mental distress among adults,Overall,Overall,14.3
2019,Florida,Frequent mental distress among adults,Sex,Male,11.9
2019,Guam,Average mentally unhealthy days among adults,Sex,Male,3.3
2019,Connecticut,Average mentally unhealthy days among adults,Sex,Female,3.2
2019,Florida,Depression among adults,Age,Age 18-44,17.9
2019,Georgia,Frequent mental distress among adults,Sex,Male,14.3
2019,Delaware,Depression among adults,Race/Ethnicity,Hispanic,10.4
2019,California,Frequent mental distress among adults,Race/Ethnicity,"Asian, non-Hispanic",10.0
2019,Connecticut,Frequent mental distress among adults,Sex,Male,10.6
2019,Connecticut,Average mentally unhealthy days among adults,Overall,Overall,3.9
2019,Colorado,Depression among adults,Age,Age 45-64,16.7
2019,Florida,Average mentally unhealthy days among adults,Age,Age 45-64,3.0
2019,Hawaii,Depression among adults,Sex,Female,15.9
2019,California,Frequent mental distress among adults,Sex,Male,10.6
2019,Georgia,Depression among adults,Age,Age >=65,13.2
2019,Delaware,Depression among adults,Sex,Female,24.0
2019,Hawaii,Average mentally unhealthy days among adults,Age,Age >=65,3.0
2019,Delaware,Average mentally unhealthy days among adults,Sex,Female,3.6
2019,Georgia,Frequent mental distress among adults,Race/Ethnicity,"Black, non-Hispanic",14.2
2019,Hawaii,Average mentally unhealthy days among adults,Race/Ethnicity,"Multiracial, non-Hispanic",3.9
2019,California,Average mentally unhealthy days among adults,Race/Ethnicity,Hispanic,2.5
